;geometry;Cont_ID;I1;I1_1;I1_1_1;I1_1_2;I1_1_3;I1_2;I1_2_1;I1_2_2;I1_2_3;I2;I2_1;I2_1_1;I2_1_2;I2_1_3;I2_2;I2_2_1;I2_2_1_1;I2_2_1_2;I2_2_1_3;I2_2_2;I2_2_3;I2_2_3_1;I2_2_3_2;I2_2_3_3;I2_2_4;I2_2_4_1;I2_2_4_2;I2_2_4_3;I2_2_1_4;I2_2_1_5;Sample;POP;POPnum;GDP;GDPnum;City;Authority;DPSVI;A_DPSVI;B_Proneness;C_DigitalS;S1_GA;S1_BS;S1_CL;S1_ED;S1_HE;S1_OS;S1_SW;S1_TM;S1_UT;S2_GA;S2_BS;S2_CL;S2_ED;S2_HE;S2_OS;S2_SW;S2_TM;S2_UT;S3_GA;S3_BS;S3_CL;S3_ED;S3_HE;S3_OS;S3_SW;S3_TM;S3_UT;S4_GA;S4_BS;S4_CL;S4_ED;S4_HE;S4_OS;S4_SW;S4_TM;S4_UT;S1;S2;S3;S4;SI_GA;SI_BS;SI_CL;SI_ED;SI_HE;SI_OS;SI_SW;SI_TM;SI_UT;SI;lat;lon
0;POINT (6.126623162462714 49.61406329221083);267754d1-908d-427d-8a89-66d0c6de3b7f;2;2;3;2;3;2;1;2;2;2;2;3;1;2;2;2;1;3;2;2;2;2;3;3;2;2;1;4;3;1;1;100.000 - 250.000;3;> 50K;6;Luxembourg;Municipality (city/town);0.354018664206164;3;3;3;2;1;3;1;1;1;3;2;3;3;2;2;2;1;3;1;2;1;1;1;1;1;1;1;1;1;1;4;1;4;4;1;1;1;1;1;2;1;1;2;2;1;4;3;1;1;1;1;1;1;49.61406329221083;6.126623162462714
1;POINT (6.973261277654934 50.94569412303544);63f1aa2d-f374-462a-b3e6-e490254d0487;4;4;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;1; > 1.000.000;6;> 50K;6;Köln, Stadt;Metropolitan Area;0.677460160091134;1;1;1;1;1;1;1;1;1;1;1;1;3;2;1;2;1;3;2;4;1;1;1;1;1;1;1;1;1;1;1;1;1;4;1;1;4;3;1;1;1;1;2;1;1;1;2;1;1;3;2;1;1;50.94569412303544;6.973261277654934
2;POINT (18.919287590962195 46.9593627945527);168107d5-4842-4a67-880d-7cf79fcdaaa3;1;3;2;3;3;1;1;1;1;1;1;1;2;1;1;2;2;1;2;2;1;1;1;1;2;3;1;2;3;1;0; < 50.000;1;10K-20K;2;Dunaujvaros;Municipality (city/town);0.264081350889715;3;3;3;4;4;3;1;1;4;4;4;1;4;4;4;4;3;4;4;3;2;3;4;4;2;3;4;4;3;2;4;4;4;1;1;4;3;1;1;4;4;3;3;4;4;4;2;2;4;4;3;1;4;46.9593627945527;18.919287590962195
3;POINT (21.70851328482199 47.93850849298371);80bc77e9-4b40-4ec9-8559-622ae5425577;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;500.000 - 1.000.000;5;< 10K;1;Szabolcs-Szatmár-Bereg;County/Province;0.0437090773809524;3;3;3;1;1;1;1;1;1;4;1;1;4;4;4;4;4;4;4;4;4;2;3;3;3;3;3;3;2;3;2;3;3;3;4;4;4;2;3;1;4;3;4;2;2;3;3;4;4;4;2;3;3;47.93850849298371;21.70851328482199
4;POINT (-8.624369925841295 41.1323827280279);8d1be9c4-c063-46f8-b4a8-0d65ca9cb3ec;3;3;2;2;4;3;3;3;2;4;3;3;4;3;4;3;3;2;3;4;3;2;3;4;3;2;3;4;3;1;0;250.000 - 500.000;4;10K-20K;2;Vila Nova de Gaia;Municipality (city/town);0.475701459029125;2;4;2;1;3;3;1;1;1;1;3;4;4;4;4;3;3;4;3;3;4;3;2;2;2;3;3;3;3;4;4;2;1;1;1;1;1;3;4;2;3;3;1;3;2;2;2;2;2;2;3;4;2;41.1323827280279;-8.624369925841295
5;POINT (9.950025551741762 48.39054025995346);19754030-af77-4e9c-a460-552201086b2c;2;2;3;2;1;1;1;2;2;2;2;3;2;2;2;1;2;1;2;1;3;3;2;4;3;4;3;1;2;1;1;100.000 - 250.000;3;> 50K;6;Ulm;Municipality (city/town);0.336470780201325;3;3;3;4;1;1;1;1;1;1;4;4;3;2;2;2;3;3;2;3;3;4;3;3;4;3;3;3;4;4;4;1;1;1;1;1;4;3;1;4;2;4;2;4;1;1;2;2;2;4;4;4;3;48.39054025995346;9.950025551741762
6;POINT (22.431061521356195 39.65270012763678);4fcd9a2d-70d4-4790-ad74-4f3234f99086;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;1;1;1;3;1;1;0;100.000 - 250.000;3;10K-20K;2;Larissa;Municipality (city/town);0.188765977945665;3;3;3;3;1;1;1;1;1;1;1;3;4;2;3;2;3;4;3;3;3;3;3;4;4;3;2;2;2;3;4;4;3;1;1;1;1;1;4;2;3;3;2;4;4;3;2;3;2;2;1;4;2;39.65270012763678;22.431061521356195
7;POINT (-8.422083024064392 43.345609320519195);566e9b99-19ed-45b4-aad7-545e3424bbe0;3;4;4;3;4;3;3;2;4;4;4;4;3;4;4;4;4;4;4;1;4;4;4;4;4;4;3;4;4;4;0;100.000 - 250.000;3;20K-30K;3;A Coruna;Municipality (city/town);0.533559337040955;2;1;2;1;1;1;1;1;3;1;3;3;3;2;3;3;3;4;2;2;2;4;3;4;4;4;4;4;3;4;4;1;1;1;1;1;1;4;4;2;2;4;2;3;1;2;2;2;3;2;3;4;2;43.345609320519195;-8.422083024064392
8;POINT (28.971316 41.010656);b2a16900-8e0d-4c8e-a80b-21f5e6451a78;4;4;4;4;3;4;4;3;4;4;4;4;3;3;4;4;4;3;4;2;4;4;4;3;4;3;4;3;4;4;0; > 1.000.000;6;10K-20K;2;Istanbul;Municipality (city/town);0.58086867178641;1;1;1;3;1;1;1;4;1;1;3;1;3;3;3;3;3;4;3;3;3;3;3;4;4;4;4;4;3;4;3;3;3;4;4;4;3;1;3;2;3;4;3;3;3;3;3;4;3;3;1;2;3;41.010656;28.971316
9;POINT (12.193139419626819 44.41280968477083);36ad4182-5cfb-43a2-a815-4bfd3a51c71d;3;4;3;4;3;3;4;1;3;3;3;3;3;3;4;2;2;3;3;4;3;3;2;4;4;4;3;4;2;1;0;100.000 - 250.000;3;30K-40K;4;Ravenna;Municipality (city/town);0.478497755852535;3;4;2;2;3;3;3;1;1;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;4;4;3;4;4;4;1;1;4;4;3;3;4;4;4;4;4;4;4;3;4;4;4;4;4;44.41280968477083;12.193139419626819
10;POINT (2.1540265183209093 48.89616113671956);964a2730-4bc2-47ee-a0d0-10a40bf10dbb;1;2;3;1;2;1;1;1;1;2;2;2;1;4;2;1;1;1;2;2;2;3;1;4;3;4;2;2;1;1;0; < 50.000;1;40K-50K;5;Chatou;Municipality (city/town);0.305479033890493;3;3;3;4;4;4;4;4;3;3;4;4;1;1;1;1;2;2;1;2;2;4;3;2;3;3;3;2;2;3;1;2;3;4;4;3;4;2;3;4;1;3;2;3;2;2;3;3;2;3;3;3;3;48.89616113671956;2.1540265183209093
11;POINT (-1.1721753195320361 46.1622784237774);9c5513ce-cecf-42bd-a485-ab8e1ddb4072;4;2;1;3;4;4;4;4;4;4;4;3;3;4;4;4;4;4;4;4;3;4;3;3;4;3;3;4;4;4;1;100.000 - 250.000;3;20K-30K;3;Rochelle;Unions of municipalities/Mountain communities;0.567717340767892;1;1;4;2;1;4;1;1;3;1;3;4;1;4;2;1;1;3;1;2;2;2;1;1;1;1;1;1;1;1;2;4;2;1;1;3;2;4;4;2;1;1;3;1;3;2;1;1;2;1;2;3;1;46.1622784237774;-1.1721753195320361
12;POINT (2.289912760820537 49.9007685038992);4db67946-57d2-4b11-8618-52cc62fa48d0;2;1;3;1;1;3;3;3;2;2;2;2;2;2;2;2;4;3;2;3;2;1;2;4;1;1;2;2;1;1;1;100.000 - 250.000;3;20K-30K;3;Amiens metropolitan area;Metropolitan Area;0.340982277696433;3;3;3;4;1;1;4;1;1;1;1;4;1;1;1;1;1;1;1;3;2;3;2;2;2;2;3;2;4;2;3;2;1;2;3;4;1;3;1;3;1;2;1;2;1;1;2;1;2;1;2;2;1;49.9007685038992;2.289912760820537
13;POINT (2.899081742610423 42.69641632772518);e4b036bc-9b9a-4ffe-b599-9d736e10365f;2;2;2;3;2;3;2;3;3;2;1;2;2;2;2;2;1;3;2;2;3;1;3;4;2;2;2;3;3;1;0;100.000 - 250.000;3;20K-30K;3;Perpignan;Municipality (city/town);0.347354440987253;3;3;3;1;1;1;1;1;1;1;1;1;4;2;1;2;3;1;2;4;3;3;4;2;2;3;3;4;3;3;4;1;1;1;1;1;1;2;1;1;2;3;1;4;1;1;1;2;1;2;2;2;1;42.69641632772518;2.899081742610423
14;POINT (7.384829271461584 48.110371114063106);2a3b4161-d91d-4b34-8d9b-24f9f2dd076b;1;2;3;1;2;1;3;1;1;2;2;2;4;2;2;1;1;2;2;4;1;1;1;1;1;2;1;2;1;1;1;50.000 - 100.000;2;20K-30K;3;Colmar;Municipality (city/town);0.324989985901444;3;3;3;2;3;3;1;1;3;1;4;1;1;2;3;3;1;3;2;2;2;4;3;3;4;2;4;4;4;4;4;4;2;3;1;4;3;3;3;2;2;4;4;3;3;2;3;1;3;3;3;2;3;48.110371114063106;7.384829271461584
15;POINT (2.899081742610423 42.69641632772518);ad923e48-7ac1-41d5-97f9-1521eb230048;3;4;3;4;4;2;3;1;3;3;4;3;4;3;2;1;1;3;2;3;1;2;3;1;3;3;3;3;1;1;1;100.000 - 250.000;3;20K-30K;3;Perpignan;Municipality (city/town);0.449399204768997;3;3;2;1;4;1;1;1;4;1;3;4;4;4;4;1;1;3;1;4;4;3;2;2;2;3;4;2;3;4;1;4;1;1;1;4;1;3;3;4;3;3;1;2;4;2;1;1;4;1;4;4;3;42.69641632772518;2.899081742610423
16;POINT (4.90484262507597 52.373333860932625);748a79df-c422-45b1-b2e5-58736c75e1ce;3;2;1;2;4;3;1;4;4;4;4;3;3;4;4;3;3;4;4;3;4;4;4;4;4;3;3;4;3;1;1;500.000 - 1.000.000;5;> 50K;6;Amsterdam;Municipality (city/town);0.486061901180927;2;1;3;4;4;3;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;2;2;2;2;3;2;4;2;4;3;4;1;1;3;2;4;4;2;3;4;4;4;4;4;3;3;4;4;4;52.373333860932625;4.90484262507597
17;POINT (-0.5735457575448732 44.857466370925515);6c86823c-093b-442c-aeeb-469223b2c84b;2;3;1;4;3;1;1;2;3;2;1;1;2;2;4;4;4;3;4;3;2;1;2;4;4;4;3;4;3;4;1;500.000 - 1.000.000;5;30K-40K;4;Bordeaux metropolitan area;Metropolitan Area;0.36123861483696;3;4;2;3;3;1;1;1;1;3;2;3;4;3;3;3;3;4;3;4;4;4;4;2;3;3;3;4;4;4;3;1;1;1;1;1;4;1;4;2;3;4;2;4;2;2;2;2;2;4;2;4;3;44.857466370925515;-0.5735457575448732
18;POINT (7.760544202687338 49.43303518180654);cebafa09-c33f-4c71-8494-08a315241930;3;2;1;2;2;3;2;4;1;2;2;2;2;3;3;2;2;2;1;2;3;3;4;4;4;3;3;4;3;1;1;50.000 - 100.000;2;40K-50K;5;Kaiserslautern;Municipality (city/town);0.402005009696187;3;3;3;4;4;4;3;4;1;4;3;3;1;4;4;4;3;1;2;4;4;3;4;3;3;4;4;3;4;4;3;4;3;3;4;1;3;4;4;4;3;4;4;2;4;4;3;4;1;3;4;4;4;49.43303518180654;7.760544202687338
19;POINT (-1.7435421330636125 51.57158329184766);c7f3ab8f-a07d-46af-80dd-82a1bc735a55;3;4;3;3;4;2;2;2;2;2;2;2;2;2;2;1;1;3;3;2;1;1;1;3;3;2;2;4;2;1;1;100.000 - 250.000;3;> 50K;6;Swindon;Municipality (city/town);0.366389907835221;3;3;2;4;1;1;1;1;1;1;3;4;4;4;1;3;2;2;1;4;1;2;3;1;1;1;1;1;1;1;3;3;1;4;1;1;1;4;4;3;2;1;4;3;2;1;3;1;1;1;3;2;2;51.57158329184766;-1.7435421330636125
20;POINT (-0.1926905374390627 51.958976838437415);d96982a7-f2b5-4eb1-875b-a142bd9a7084;2;2;4;3;1;3;3;2;4;3;2;2;2;4;3;4;3;3;3;4;3;3;2;4;2;1;4;2;1;4;1; > 1.000.000;6;40K-50K;5;Hertfordshire;County/Province;0.418952841633448;3;4;3;4;3;4;1;1;3;1;4;1;3;4;2;4;1;4;1;4;1;2;1;1;1;1;1;1;2;1;3;2;4;4;4;3;4;3;3;4;2;1;4;3;2;4;3;2;3;2;4;1;3;51.958976838437415;-0.1926905374390627
21;POINT (0.1488996842729188 51.708799790687564);94b0c786-012f-45c5-afe9-3770e7258cd8;2;2;2;1;2;2;3;2;3;3;3;3;3;4;2;1;1;3;1;3;2;3;2;2;2;2;2;3;1;1;1;100.000 - 250.000;3;30K-40K;4;Epping Forest;Unions of municipalities/Mountain communities;0.388591199020887;3;3;3;4;3;3;1;1;3;1;2;3;1;1;2;2;1;2;1;1;1;2;2;4;3;4;3;2;4;4;4;2;4;3;4;4;2;4;3;2;1;3;4;2;1;4;2;2;2;1;3;2;2;51.708799790687564;0.14889968427291883
22;POINT (7.40640444347961 46.94757371935809);ff503806-f604-4ac4-920c-785eb3f03fb9;4;4;2;3;4;3;3;4;2;4;4;3;4;4;4;1;1;4;2;4;4;3;4;4;4;4;3;4;1;1;0;100.000 - 250.000;3;> 50K;6;Bern;Municipality (city/town);0.547702517968143;1;1;2;1;4;1;1;1;1;1;3;1;1;2;1;1;2;2;1;1;1;2;2;2;2;2;2;2;1;2;1;3;1;4;1;1;3;1;3;2;1;1;1;1;2;1;3;1;1;2;1;1;1;46.94757371935809;7.40640444347961
23;POINT (-8.613777966468641 41.22953018462044);e605941d-70b4-45ec-b7a1-189df7f10d30;1;1;1;2;1;2;3;2;2;1;1;2;1;1;2;1;1;2;3;2;2;3;2;3;2;1;3;3;2;1;0; < 50.000;1;10K-20K;2;Maia;Municipality (city/town);0.269070277523403;3;3;3;3;4;1;1;1;3;3;4;1;1;1;2;1;1;2;1;3;1;3;2;4;3;2;3;1;3;2;3;4;2;1;1;1;2;2;1;3;1;2;1;2;2;2;1;1;2;1;3;1;1;41.22953018462044;-8.613777966468641
24;POINT (3.725382243566682 51.074534779832156);a3674e8e-4f22-4b9f-8bc1-599fc7cd3c8f;3;2;1;3;3;4;2;4;4;3;3;2;3;4;3;4;3;4;2;3;3;4;2;3;2;3;2;2;4;4;1;250.000 - 500.000;4;40K-50K;5;Gent;Municipality (city/town);0.461663207537289;3;3;4;1;3;1;3;1;3;1;2;3;1;2;2;2;1;3;3;2;2;1;2;1;1;2;2;2;1;2;3;2;1;4;1;1;1;2;4;2;2;1;1;1;1;1;3;1;2;1;1;2;1;51.074534779832156;3.725382243566682
25;POINT (-0.0744562910026529 51.472792387301);ce618a95-5910-4574-bd42-9eb1e5b84562;1;1;3;2;1;1;1;1;1;2;2;3;2;2;1;1;1;1;1;3;1;3;2;1;1;1;3;1;1;1;1;250.000 - 500.000;4;40K-50K;5;Southwark;District/Parish/Ward;0.251722377834357;3;3;3;4;4;4;4;4;4;4;4;1;4;4;4;4;4;4;4;4;3;2;3;3;3;1;3;3;2;1;2;4;1;3;4;1;3;2;4;4;4;2;3;3;4;3;4;4;4;4;3;3;4;51.472792387301;-0.0744562910026529
26;POINT (5.706762474780888 58.95995007364935);5f38bb66-8941-4cfc-9dae-648ae559f97c;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;3;4;4;0;100.000 - 250.000;3;> 50K;6;Stavanger;Municipality (city/town);0.727703049650966;1;1;1;1;3;1;1;1;1;1;2;3;1;2;2;2;3;3;2;2;2;1;2;2;2;2;2;2;1;2;4;1;1;1;1;1;1;1;1;2;2;1;1;3;1;1;1;2;1;1;1;1;1;58.95995007364935;5.706762474780888
27;POINT (23.32513567234792 55.90508508514289);45c484f1-8991-4919-8359-85abe8e6f9f0;2;3;2;1;4;1;1;1;3;3;3;4;3;3;2;2;2;1;2;2;4;4;4;4;2;3;1;3;1;1;0;100.000 - 250.000;3;10K-20K;2;Siauliai;Municipality (city/town);0.393443548905253;3;3;3;3;3;1;3;1;1;4;2;1;3;3;4;4;4;4;4;4;4;1;1;1;1;1;1;1;1;1;1;4;3;3;1;1;4;1;1;2;4;1;2;1;3;3;3;3;3;4;1;2;3;55.90508508514289;23.32513567234792
28;POINT (1.432050383853373 43.59606198910202);9d44a09b-2b6f-4a1d-a9bd-33160e641bb3;3;4;4;4;4;2;2;2;3;3;3;2;4;3;4;4;4;4;4;4;2;1;3;4;3;3;3;3;4;4;1;500.000 - 1.000.000;5;40K-50K;5;Toulouse;Municipality (city/town);0.47254238808237;3;4;2;4;4;3;4;1;1;4;4;4;3;3;2;3;4;1;3;2;3;3;3;4;4;2;2;4;3;4;4;3;4;3;4;1;3;2;3;4;3;3;4;4;4;3;4;4;1;4;2;4;4;43.59606198910202;1.432050383853373
29;POINT (-0.0914481792413285 51.514272371863676);d81c141d-ceab-4989-96bc-0d585071af32;4;4;4;2;3;4;3;4;3;4;3;2;4;4;4;4;4;4;3;4;3;3;2;4;4;4;4;3;3;4;1; > 1.000.000;6;> 50K;6;London metropolitan area;Metropolitan Area;0.553138603906987;1;4;1;3;4;4;4;4;1;1;4;4;3;4;4;4;4;4;4;4;4;3;3;4;4;4;3;4;3;4;3;2;3;4;4;1;3;1;3;4;4;4;3;3;4;4;4;4;4;3;3;4;4;51.514272371863676;-0.0914481792413285
30;POINT (24.296214255209545 58.38893441897018);7fec8317-a19d-441a-b210-921ed9fc8e9a;2;3;4;1;2;2;4;1;2;2;2;2;3;2;3;3;4;2;3;3;4;3;4;4;1;1;1;2;4;1;0; < 50.000;1;10K-20K;2;Pärnu;Municipality (city/town);0.381270005610538;3;3;3;3;3;3;3;4;3;3;2;1;3;3;3;3;3;4;3;3;1;1;1;1;1;1;1;1;1;1;1;4;1;4;1;3;4;1;1;3;2;1;4;1;3;2;4;2;2;4;1;1;2;58.38893441897018;24.296214255209545
31;POINT (4.647343224468023 52.38355604897858);015b4209-779f-498c-9178-00732b203b02;4;4;3;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;0;250.000 - 500.000;4;30K-40K;4;Haarlem;Municipality (city/town);0.634319734493447;1;1;1;4;4;3;1;1;4;3;3;1;1;2;4;4;4;3;3;3;4;4;4;4;2;3;4;4;4;2;4;4;4;1;1;4;3;4;1;3;4;4;4;4;4;4;3;3;4;3;4;3;4;52.38355604897858;4.647343224468023
32;POINT (7.767310768099341 48.5712703125105);c4e98d4e-10c2-4f4e-81fb-2d35df3dd55a;4;4;3;1;4;4;4;4;3;3;3;2;4;3;3;3;3;4;3;3;3;3;3;4;2;3;1;3;4;1;1;250.000 - 500.000;4;30K-40K;4;Strasbourg metropolitan area;Metropolitan Area;0.50953976777353;4;3;1;4;1;4;4;1;1;1;1;4;3;1;3;1;2;2;2;2;3;3;2;3;2;2;2;2;4;4;4;1;1;3;1;1;3;4;4;3;1;2;3;4;1;3;2;1;1;2;3;4;2;48.5712703125105;7.767310768099341
33;POINT (19.10784428104434 47.48386663542792);4834b586-2a36-4da7-9e5f-0c0c7dd77549;2;2;2;2;2;3;3;3;3;2;2;3;3;2;1;1;1;1;2;2;1;1;2;1;1;2;2;1;2;4;1; > 1.000.000;6;20K-30K;3;Budapest;Municipality (city/town);0.354629388840326;3;3;3;4;4;4;4;4;4;4;4;4;3;3;4;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;2;2;4;4;4;4;4;1;1;4;4;4;4;3;4;4;4;4;4;4;4;4;4;47.48386663542792;19.10784428104434
34;POINT (-4.252768920850497 55.85797637549711);24521872-21a3-4ad3-ae8b-d8829ecc684e;4;3;4;4;2;4;4;3;3;3;3;2;3;4;3;4;3;4;3;2;3;4;2;3;3;3;3;3;3;4;1;500.000 - 1.000.000;5;40K-50K;5;Glasgow;Municipality (city/town);0.468799741437303;4;3;1;2;3;4;1;1;1;4;3;3;1;3;3;4;3;3;2;1;2;3;2;2;2;2;2;1;1;2;3;2;3;3;4;3;4;1;3;3;2;1;2;2;2;3;2;3;2;3;1;2;2;55.85797637549711;-4.252768920850497
35;POINT (-4.502725885836104 48.40071797929291);9a460744-c30d-47ca-b091-8b01a267cce6;3;3;2;3;4;2;4;1;2;3;2;2;4;1;3;3;2;1;4;4;2;2;1;4;3;4;1;3;3;1;1;100.000 - 250.000;3;20K-30K;3;Brest metropolitan area;Metropolitan Area;0.404338169019388;3;3;2;3;1;1;1;1;3;4;3;1;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;3;3;3;1;3;4;1;4;1;1;2;4;4;2;4;4;3;4;4;3;4;2;2;4;48.40071797929291;-4.502725885836104
36;POINT (10.373070802627227 63.38258418861445);4b1480c0-dad5-45fe-954f-8ba931079bee;3;4;4;4;4;3;3;1;4;3;3;3;4;3;2;2;2;2;2;3;2;2;3;2;3;2;4;2;2;1;1;100.000 - 250.000;3;> 50K;6;Trondheim;Municipality (city/town);0.474813625032374;3;3;2;1;3;4;1;1;1;1;2;3;3;2;1;2;1;2;1;3;3;1;1;1;1;1;1;1;1;1;2;1;1;3;1;3;1;3;4;2;2;1;2;1;1;1;2;1;1;1;2;4;1;63.38258418861445;10.373070802627227
37;POINT (7.818277657573826 47.9927310261724);5f772bdd-c21a-459b-a2a5-1aea610419a2;2;1;1;2;2;2;4;2;2;2;2;2;2;3;3;3;3;4;2;3;2;3;2;1;2;3;2;2;2;1;1;100.000 - 250.000;3;> 50K;6;Freiburg im Breisgau;Municipality (city/town);0.350377997632134;3;3;3;3;3;3;3;1;1;1;1;1;4;4;4;4;3;2;3;3;3;2;3;3;3;3;1;3;2;3;3;2;3;3;3;3;2;1;3;2;3;2;1;3;2;3;3;3;1;2;1;2;2;47.9927310261724;7.818277657573826
38;POINT (27.339673622472365 56.510717830124015);93664f35-8a6e-4433-81d3-b3803e77a482;4;4;4;4;4;4;3;3;4;3;2;2;3;2;3;2;1;4;2;4;2;2;1;3;4;3;4;4;2;1;0; < 50.000;1;< 10K;1;Rezekne;Municipality (city/town);0.486417575480075;4;3;1;1;1;1;1;1;1;1;2;1;3;3;4;4;4;4;3;4;4;2;1;3;3;1;1;1;2;1;1;3;4;1;1;1;1;4;1;1;3;1;2;1;2;4;2;2;2;1;3;2;2;56.510717830124015;27.339673622472365
39;POINT (7.109683454332402 50.70565537641123);41eca7bd-c126-4294-b78e-b3d16b256442;4;2;2;2;3;4;3;4;4;4;4;4;3;3;4;4;4;3;3;2;4;4;4;4;4;3;3;4;4;1;1;250.000 - 500.000;4;> 50K;6;Bonn;Municipality (city/town);0.52352043155306;1;1;4;1;3;3;3;3;3;3;2;3;4;4;4;2;3;4;2;4;4;1;3;3;3;3;3;3;2;3;1;1;4;1;1;2;1;4;4;2;3;3;3;1;2;4;1;2;3;2;3;4;2;50.70565537641123;7.109683454332402
40;POINT (-0.063506695709226 51.55240017061182);01b6916a-83d0-420d-bae6-af0d1a863ec6;3;3;4;1;4;3;3;4;2;3;2;2;3;2;4;3;4;3;4;4;3;3;3;4;3;2;3;4;3;1;1;250.000 - 500.000;4;20K-30K;3;Hackney metropolitan area;Metropolitan Area;0.425905571796349;3;4;2;4;1;1;1;1;1;1;1;1;3;3;3;3;4;4;4;3;4;1;1;1;1;1;3;1;1;1;1;3;2;2;3;2;2;4;4;2;3;1;2;1;2;1;1;3;3;2;2;3;2;51.55240017061182;-0.063506695709226
41;POINT (5.8366640468507525 51.8386035524885);a3ac8d73-4676-4ab3-b9c2-c6f040cde3ff;4;4;4;4;4;3;3;2;4;3;4;4;4;4;3;3;3;1;3;3;3;4;2;4;3;3;3;3;4;1;1;100.000 - 250.000;3;30K-40K;4;Nijmegen;Municipality (city/town);0.499344727270279;4;2;2;4;3;4;4;4;3;4;4;4;1;3;3;3;3;4;3;3;2;1;3;3;3;3;3;3;2;3;4;3;3;3;4;4;3;3;3;4;3;2;4;3;3;4;3;4;3;3;4;3;3;51.8386035524885;5.8366640468507525
42;POINT (-1.8747590643483647 52.488711773113536);66f67bfe-600a-45e1-8c27-bd6c49043db5;4;4;4;4;4;3;4;3;3;2;2;2;2;2;3;2;2;3;3;1;4;2;4;4;3;3;4;3;3;1;1; > 1.000.000;6;30K-40K;4;Birmingham;Municipality (city/town);0.43637729730101;4;3;2;1;3;1;1;4;3;1;3;1;4;4;3;4;4;3;4;4;4;1;3;3;1;3;1;3;2;1;4;3;1;3;3;3;1;4;1;2;4;1;3;3;4;2;2;4;2;2;4;2;3;52.488711773113536;-1.8747590643483647
43;POINT (3.2146889535698424 51.247252779081414);d77ebf46-8c85-4278-a75a-f2813fe6c95d;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;2;4;4;3;3;2;4;3;1;3;3;3;1;1;100.000 - 250.000;3;40K-50K;5;Bruges;Municipality (city/town);0.456729471304839;3;3;3;1;1;1;1;1;1;1;1;1;3;2;4;4;3;3;2;2;2;1;1;1;1;1;1;1;1;1;3;2;3;2;3;3;2;2;2;1;2;1;1;2;1;2;2;2;2;1;1;1;1;51.247252779081414;3.2146889535698424
44;POINT (24.74390660008108 59.42497768200793);a30d1a58-38a0-4c01-9038-cb77ead451f9;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;2;3;2;4;3;4;4;1;250.000 - 500.000;4;20K-30K;3;Tallinn;Municipality (city/town);0.656115863762463;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;3;1;1;1;2;3;3;3;3;3;3;2;3;2;4;4;3;4;4;3;2;3;1;1;3;4;1;2;3;1;2;2;2;1;1;1;59.42497768200793;24.74390660008108
45;POINT (13.40190467719912 52.50142944447496);b114a85d-da46-4c67-9205-c205e5b3729a;1;1;1;1;2;1;3;1;1;3;3;3;2;4;2;1;1;1;2;1;4;4;4;3;3;4;3;3;3;1;1; > 1.000.000;6;40K-50K;5;Berlin metropolitan area;Metropolitan Area;0.304397273444148;3;3;3;4;4;1;1;1;1;1;1;1;4;4;3;4;4;4;4;4;4;2;1;1;1;1;1;1;1;1;3;4;1;1;1;1;1;1;1;2;4;1;1;3;4;1;3;3;3;2;1;2;3;52.50142944447496;13.40190467719912
46;POINT (9.770397900818649 47.375225432231446);85c5a17c-1b09-4e8b-8afa-d5d43a78919d;3;3;4;3;2;3;4;2;3;2;2;2;3;3;1;1;2;1;1;1;2;1;2;4;3;2;2;4;2;1;0; < 50.000;1;40K-50K;5;Dornbirn;Municipality (city/town);0.385322701224203;3;3;2;4;3;1;4;1;4;4;4;4;3;3;2;3;1;4;3;2;3;3;3;4;3;3;4;4;3;4;1;2;4;3;1;3;3;2;3;4;2;3;1;3;2;3;3;1;4;4;4;3;3;47.375225432231446;9.770397900818649
47;POINT (-1.6820853735166923 48.111733568581606);f77aa63b-9203-4097-b18f-cb3368b6de1d;4;4;3;4;3;4;4;4;2;4;4;4;3;3;4;4;4;4;4;3;4;3;4;4;4;4;4;4;4;4;1;250.000 - 500.000;4;30K-40K;4;Rennes metropolitan area;Metropolitan Area;0.630551679988721;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;3;1;2;3;1;1;1;1;1;1;1;1;1;1;1;4;1;4;1;1;1;4;1;1;1;1;3;1;2;1;3;2;1;1;2;1;1;48.111733568581606;-1.6820853735166923
